Temperature (K),h Reference,h GRI,h Pure,h CP HEOS,h CP SRK,h CP PR,u Reference,u GRI,u Pure,u CP HEOS,u CP SRK,u CP PR,s Reference,s GRI,s Pure,s CP HEOS,s CP SRK,s CP PR,cp Reference,cp GRI,cp Pure,cp CP HEOS,cp CP SRK,cp CP PR,cv Reference,cv GRI,cv Pure,cv CP HEOS,cv CP SRK,cv CP PR,rho Reference,rho GRI,rho Pure,rho CP HEOS,rho CP SRK,rho CP PR
40.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.5110302182998542,,,3.108341652221682,0.7988590495084072,,0.3221038028358982,,,1.716103124813887,1.4483715578154557,,1340.7997996358947,,,1340.7997996358947,1340.7997996358947
50.0,,5.189472445139472,,,97.1906827826209,127.64848394642456,,3.30020829050045,,,93.34226449241,83.00220917155379,,0.11573425305860763,,,0.892855570965967,0.7033795688932086,,0.5268214894604888,,,0.8179017985180307,0.8765218996151556,,0.33789507399653274,,,1.4124519786162637,1.2060102484668553,,1072.6398397087155,,,1072.6398397087155,1072.6398397087155
60.0,,10.535578757791882,,,197.41124626285026,222.0208455146067,,6.757050448513837,,,161.71642781137172,142.0958131941056,,0.2131622792080572,,,1.4285176925798038,1.147895074859452,,0.5423574509791543,,,0.8052036319288108,0.7740191725260822,,0.35343103551519833,,,1.2162026049353776,1.0531545124305712,,893.8665330905964,,,893.8665330905964,893.8665330905964
70.0,,16.035779605970674,,,278.4213205729598,294.11909230529136,,10.367987142051788,,,214.39144981534577,187.20351870737133,,0.2979179944804806,,,1.804230339884802,1.4642107063012881,,0.5576408546556049,,,0.7259954575278078,0.6876014847664684,,0.3687144391916488,,,1.0804762234324257,0.9485305667636816,,766.1713140776541,,,766.1713140776541,766.1713140776541
80.0,,21.687563143104853,,,344.56391983777337,351.68128708363764,,14.130506524543307,,,256.530558161063,223.27707568326545,,0.3733647139906777,,,2.0861352651821874,1.7044513491489885,,0.57267444577392,,,0.6530344469437647,0.618431631477917,,0.38374803030996407,,,0.982039316623398,0.8729752035679229,,670.3998998179474,,,670.3998998179474,670.3998998179474
90.0,,27.488444942873684,,,399.64764082458663,399.21486596165727,,18.042124169676754,,,291.2513130172597,253.12182215088683,,0.4416721694124566,,,2.307323642845003,1.895162558714726,,0.5874609631025066,,,0.5908768881721409,0.5617490118498857,,0.39853454763855056,,,0.9082558570158819,0.8164709361234889,,595.9110220603975,,,595.9110220603975,595.9110220603975
100.0,,33.435967934086875,,,446.39378237754653,439.50135474051893,,22.100383006249103,,,320.5540270495224,278.4695269974461,,0.504322127549246,,,2.4867450815333463,2.0515964151829498,,0.6020031388940971,,,0.5377391788384396,0.5137968687440694,,0.41307672343014107,,,0.8517798301517057,0.7733533559384241,,536.3199198543577,,,536.3199198543577,536.3199198543577
110.0,,39.52770233548108,,,486.7340199222854,474.36155477730335,,26.302853253004287,,,345.78528000113056,300.45870486518436,,0.5623717331961511,,,2.636156335234151,2.183240388887091,,0.6163036988857499,,,0.49137791792632496,0.47190509078932585,,0.4273772834217939,,,0.808089703529484,0.7402046821352146,,487.56356350396163,,,487.56356350396163,487.56356350396163
120.0,,45.761245590594626,,,522.0648360117291,505.04666285121607,,30.64713235347881,,,367.8876222873675,319.8750384224654,,0.6166017804105195,,,2.763276934179579,2.296347549279188,,0.630365362298851,,,0.44982213780946995,0.43407155436394257,,0.441438946834895,,,0.7742359597881879,0.7148192363659158,,446.9332665452982,,,446.9332665452982,446.9332665452982
130.0,,52.13422230260585,,,553.4178267755013,532.4506677722693,,35.13084491084919,,,387.5422946552869,337.2818788562617,,0.6676054306212804,,,2.8733981501068797,2.3952245846863995,,0.6441908418391113,,,0.41134108020059923,0.39863071615885526,,0.4552644263751554,,,0.748173211621036,0.6956660337864986,,412.55378450335223,,,412.5537845033523,412.5537845033523
140.0,,58.64428416915871,,,581.5706426512537,557.232663226683,,39.75164262276303,,,405.2548464905551,353.0956620009938,,0.7158439587047645,,,2.9702709995122665,2.4829408251359317,,0.6577828436965688,,,0.3743094982740587,0.3640295519150515,,0.46885642823261275,,,0.7283970534778992,0.681604983024355,,383.08565703882704,,,383.08565703882704,383.08565703882704
150.0,,65.28910991723387,,,607.1200894184597,579.8909924067524,,44.50720421619917,,,421.40868065223225,367.63179697818714,,0.7616832198524275,,,3.0566271706337456,2.561743664327505,,0.6711440675455871,,,0.33707426859151857,0.3286641666733478,,0.482217652081631,,,0.7137453169931709,0.6717375530232401,,357.54661323623856,,,357.54661323623856,357.54661323623856
160.0,,72.06640523796341,,,630.5313345432569,600.8102451305166,,49.395235382287865,,,436.2998026025521,381.13385891853517,,0.8054183232111427,,,3.1345002195077565,2.6333148979419976,,0.684277206544857,,,0.2978175688947881,0.29072872362563285,,0.49535079108090097,,,0.7032882408387924,0.6653284941716773,,335.1999499089737,,,335.1999499089737,335.1999499089737
170.0,,78.97390272149823,,,652.1718163313984,620.292233637277,,54.41346871118367,,,450.16013704600357,393.7929059076207,,0.8472908122255696,,,3.205432020847748,2.698935923090576,,0.6971849473373948,,,0.25438523783552464,0.24802901074065759,,0.5082585318734387,,,0.6962660245333943,0.6617640336163104,,315.48230579668103,,,315.48230579668103,315.48230579668103
180.0,,86.00936179183373,,,672.3351520707863,638.5771178245249,,59.55966362688014,,,463.1736489491591,405.760714081984,,0.887500926834043,,,3.2706101604143303,2.7595981277651633,,0.7098699700505433,,,0.20403070609435517,0.19770022811501828,,0.5209435545865874,,,0.6920511447630241,0.6605280051031871,,297.95551103019875,,,297.95551103019875,297.95551103019875
190.0,,93.17056864167353,,,691.2583543017786,655.8582454088698,,64.8316063220791,,,475.4877880801338,417.1591250671343,,0.9262165458924123,,,3.330962052717604,2.8160788868089512,,0.7223349482959719,,,0.14298841723922737,0.13572726299815316,,0.533408532832016,,,0.6901234631983869,0.6611863958277223,,282.27364202860934,,,282.27364202860934,282.27364202860934
200.0,,100.45533616724242,,,709.134464388009,672.2928448034767,,70.22710969300897,,,487.2218016553072,428.0868206623728,,0.9635798331736911,,,3.3872209780125777,2.8689951679371877,,0.7345825491696757,,,0.0657037228228984,0.05606004858665091,,0.5456561337057195,,,0.6900520392236339,0.6633757334465078,,268.1599599271789,,,268.1599599271789,268.1599599271789
