Pressure (atm),h Reference,h GRI,h Pure,h CP HEOS,h CP SRK,h CP PR,u Reference,u GRI,u Pure,u CP HEOS,u CP SRK,u CP PR,s Reference,s GRI,s Pure,s CP HEOS,s CP SRK,s CP PR,cp Reference,cp GRI,cp Pure,cp CP HEOS,cp CP SRK,cp CP PR,cv Reference,cv GRI,cv Pure,cv CP HEOS,cv CP SRK,cv CP PR,rho Reference,rho GRI,rho Pure,rho CP HEOS,rho CP SRK,rho CP PR
29.0,-27.9,0.0,-27.693818509977064,-27.89227717278735,-29.311281114868937,-27.89227717278735,-20.62,0.0,-20.328340427103285,-20.617311035108404,-22.311528072480577,-20.617311035108404,-1.8136,-1.7451383969759924,-1.8127344820532745,-1.8135563697867165,-1.8189420871272586,-1.8135563697867165,2.4159,2.2290429122783952,2.4257059631712994,2.4158898515651597,2.4265779846839814,2.4158898515651597,1.7411,1.710781825315032,1.7526797348925836,1.7410766181132111,1.7393785461401916,1.7410766181132111,19.862,18.899258011806708,19.87494836915826,19.862305726232158,19.824907145378152,19.862305726232158
30.0,-28.9100000000001,0.0,-28.702784886764675,-28.904584724948975,-30.36625089138211,-28.904584724948975,-21.38,0.0,-21.07977125769048,-21.37793462194246,-23.13024155825784,-21.37793462194246,-1.8337,-1.762708251997175,-1.8327905533057987,-1.833634540983574,-1.8391948660798954,-1.833634540983574,2.423,2.2290429122783952,2.4330850141745333,2.4230147629276235,2.434073134257841,2.4230147629276235,1.7421,1.710781825315032,1.7540185493742266,1.7420916470529824,1.7403549041606134,1.7420916470529824,20.582,19.550956563937977,20.596168327520278,20.582228535004447,20.541266780284673,20.582228535004447
31.0,-29.9200000000001,0.0,-29.71277718712463,-29.917853820189716,-31.421497037967782,-29.917853820189716,-22.14,0.0,-21.83287116987958,-22.140205856360726,-23.95033662035817,-22.140205856360726,-1.8532,-1.7797019412147534,-1.8522745216141718,-1.8531406772288246,-1.8588739728185273,-1.8531406772288246,2.4302,2.2290429122783952,2.440504463850121,2.4301883919138567,2.4416145682932564,2.4301883919138567,1.7431,1.710781825315032,1.7553517895992221,1.7431066252527645,1.7413329097819936,1.7431066252527645,21.305,20.202655116069238,21.31981661710903,21.304510116252246,21.259758397082436,21.304510116252246
32.0,-30.9400000000001,0.0,-30.723756944766137,-30.932064388372353,-32.476986333021664,-30.932064388372353,-22.9,0.0,-22.587628511913863,-22.904119094135122,-24.77179693075572,-22.904119094135122,-1.8721,-1.79615605611294,-1.8712228788881067,-1.8721113176953932,-1.8780159061021122,-1.8721113176953932,2.4374,2.2290429122783952,2.447964080404243,2.4374106835018825,2.4492019483072234,2.4374106835018825,1.7441,1.710781825315032,1.7566794266729238,1.7441214889127665,1.7423125435323203,1.7441214889127665,22.029,20.854353668200506,22.045892449601933,22.029150277485922,21.980373524962072,22.029150277485922
33.0,-31.95,0.0,-31.735685248357186,-31.94719567542884,-33.53268491874565,-31.94719567542884,-23.67,0.0,-23.3440311991626,-23.66966826235538,-25.594605651640215,-23.66966826235538,-1.8906,-1.812103809381238,-1.8896687368654899,-1.890579620627672,-1.8966537838506492,-1.890579620627672,2.4447,2.2290429122783952,2.455463616872708,2.444681562871666,2.4568349113642847,2.444681562871666,1.7451,1.710781825315032,1.7580014315369754,1.7451361729474495,1.7432937853316366,1.7451361729474495,22.756,21.50605222033177,22.774394433259182,22.756148433794337,22.70310319244832,22.756148433794337
34.0,-32.97,0.0,-32.74852298368478,-32.96322623422334,-34.58855829877174,-32.96322623422334,-24.4400000000001,0.0,-24.102066887761794,-24.43684685044526,-26.41874542978138,-24.43684685044526,-1.9086,-1.8275754385122696,-1.9076422348007256,-1.908575766916888,-1.9148177467383911,-1.908575766916888,2.452,2.2290429122783952,2.4630028127762333,2.4520009348121263,2.4645130695882593,2.4520009348121263,1.7462,1.710781825315032,1.7593177753149205,1.746150610993815,1.7442766144853215,1.746150610993815,23.486,22.15775077246304,23.50532073250583,23.485503595835908,23.42793791907543,23.485503595835908
35.0,-33.99,0.0,-33.76222968197453,-33.98013391561888,-35.644571336159714,-33.98013391561888,-25.21,0.0,-24.861722104393266,-25.205647901191607,-27.244198391080484,-25.205647901191607,-1.9261,-1.8425985508805915,-1.9251708642170833,-1.926127305156967,-1.932535303268468,-1.926127305156967,2.4594,2.2290429122783952,2.4705813853711067,2.4593686831263986,2.4722360096826685,2.4593686831263986,1.7472,1.710781825315032,1.7606284277842503,1.7471647354209028,1.7452610096775911,1.7471647354209028,24.217,22.809449324594304,24.23866822039076,24.21721435770302,24.1548677071638,24.21721435770302
36.0,-35.0,0.0,-34.776765854218866,-34.997895859759765,-36.700688251774295,-34.997895859759765,-25.98,0.0,-25.622983986761028,-25.976064001795603,-28.070946135319303,-25.976064001795603,-1.9433,-1.8571984201980598,-1.9422798060852298,-1.9432594480766947,-1.9498316262246635,-1.9432594480766947,2.4668,2.2290429122783952,2.478199047129672,2.4667846700361276,2.4800032924609687,2.4667846700361276,1.7482,1.710781825315032,1.7619333604050207,1.7481784773405022,1.7462469489652368,1.7481784773405022,24.951,23.46114787672557,24.974434149858048,24.951278884668763,24.883882033710258,24.951278884668763
37.0,-36.02,0.0,-35.79209067838201,-36.01648848759185,-37.756872623066066,-36.01648848759185,-26.75,0.0,-26.38583854382432,-26.748087274958497,-28.898969731120975,-26.748087274958497,-1.96,-1.871398242342476,-1.9589921459797548,-1.9599953283451104,-1.966729808497211,-1.9599953283451104,2.4742,2.2290429122783952,2.48585548830532,2.4742487355856486,2.487814452387765,2.4742487355856486,1.7492,1.710781825315032,1.7632325433458058,1.7491917666191357,1.7472344097716164,1.7491917666191357,25.688,24.112846428856834,25.71261446730467,25.687694900825463,25.614969842405095,25.687694900825463
38.0,-37.0400000000001,0.0,-36.80816317256722,-37.03588749263482,-38.81308738326654,-37.03588749263482,-27.52,0.0,-27.150271526723373,-27.521709370011,-29.728249711136332,-27.521709370011,-1.9764,-1.8852193570626827,-1.9753291161615163,-1.9763562202535159,-1.9832510847859375,-1.9763562202535159,2.4818,2.2290429122783952,2.493550385672728,2.481760697046937,2.4956689971321837,2.481760697046937,1.7502,1.710781825315032,1.7645259469934576,1.7502045318913244,1.7482233688809126,1.7502045318913244,26.426,24.7645449809881,26.45320464497399,26.426459676625402,26.348119535789056,26.426459676625402
39.0,-38.0600000000001,0.0,-37.8249419742624,-38.056067833026404,-39.86929482101603,-38.056067833026404,-28.3,0.0,-27.91626825584899,-28.296921454099124,-30.558766067467047,-28.296921454099124,-1.9924,-1.8986814408804396,-1.9913102844389847,-1.9923617325944651,-1.9994150245011342,-1.9923617325944651,2.4893,2.2290429122783952,2.5012834007816327,2.489320348326244,2.5035664071346555,2.489320348326244,1.7512,1.710781825315032,1.7658135416711647,1.7512167005741754,1.7492138024326764,1.7512167005741754,27.168,25.416243533119367,27.196199506272627,27.16757001633439,27.083318967564626,27.16757001633439
40.0,-39.08,0.0,-38.84238535225995,-39.07700372385525,-40.92545658044063,-39.07700372385525,-29.0700000000001,0.0,-28.683813622194975,-29.07371420343837,-31.39049824734393,-29.07371420343837,-2.008,-1.911802675565907,-2.0069537226744334,-2.0080299771148646,-2.0152397002391935,-2.0080299771148646,2.4969,2.2290429122783952,2.5090541800750623,2.4969274593734103,2.511506135188346,2.4969274593734103,1.7522,1.710781825315032,1.7670952976475447,1.7522281988833206,1.7502056859166706,1.7522281988833206,27.911,26.067942085250632,27.941593219328265,27.911022245409807,27.820555435075384,27.911022245409807
41.0,-40.1,0.0,-39.860451218838534,-40.09866862980206,-41.981533661692986,-40.09866862980206,-29.85,0.0,-29.452892089022498,-29.85207779464766,-32.223425149067424,-29.85207779464766,-2.0234,-1.9245998958069581,-2.0222761544850343,-2.0233777161633832,-2.0307418354532145,-2.0233777161633832,2.5046,2.2290429122783952,2.5168623548529623,2.504581775594836,2.519487606036539,2.504581775594836,1.7532,1.710781825315032,1.7683711851457415,1.7532389518502274,1.7511989941680313,1.7532389518502274,28.657,26.719640637381897,28.689379290895857,28.656812197815135,28.559815671967815,28.656812197815135
42.0,-41.13,0.0,-40.879097142188584,-41.12103525810875,-43.03748642197426,-41.12103525810875,-30.63,0.0,-30.223487693773677,-30.632001896176487,-33.05752511823212,-30.632001896176487,-2.0384,-1.937088719081478,-2.037293085147974,-2.038420492541535,-2.0459369343279166,-2.038420492541535,2.5123,2.2290429122783952,2.5247075413904208,2.5122830172711854,2.527510215987278,2.5122830172711854,1.7542,1.710781825315032,1.7696411743343285,1.754248883340913,1.7521937013627646,1.754248883340913,29.405,27.371339189513165,29.439550560620468,29.404935203283813,29.301085841050856,29.404935203283813
43.0,-42.15,0.0,-41.89828035905066,-42.144075551891,-44.09327457705012,-42.144075551891,-31.41,0.0,-30.99558405026437,-31.41347565983853,-33.89277594424202,-31.41347565983853,-2.0532,-1.9492836602460724,-2.052018916222883,-2.053172744071924,-2.0608393963723,-2.053172744071924,2.52,2.2290429122783952,2.532589340974057,2.520030878980906,2.535573332546609,2.520030878980906,1.7553,1.710781825315032,1.7709052354091646,1.7552579160760922,1.7531897810135895,1.7552579160760922,30.155,28.02303774164443,30.19209919566354,30.155386074545742,30.044351527367482,30.155386074545742
44.0,-43.1700000000001,0.0,-42.91795778753294,-43.167760683819765,-45.14885720328416,-43.167760683819765,-32.2,0.0,-31.769164351121617,-32.196487712464176,-34.729154857138056,-32.196487712464176,-2.0677,-1.96119823294997,-2.066467047000195,-2.0676479049925445,-2.075462617838966,-2.0676479049925445,2.5278,2.2290429122783952,2.54050733996568,2.527825029030676,2.543676294071801,2.527825029030676,1.7563,1.710781825315032,1.7721633385388234,1.7562659716527678,1.754187205966157,1.7562659716527678,30.908,28.674736293775695,30.947016685698507,30.9081590945307,30.789597731494773,30.9081590945307
45.0,-44.2,0.0,-43.938086040058806,-44.192061050184535,-46.20419274019171,-44.192061050184535,-32.98,0.0,-32.54421137048121,-32.98102614768699,-35.56663852474536,-32.98102614768699,-2.0819,-1.9728450396510304,-2.080649964552281,-2.0818584959541475,-2.0898190817470423,-2.0818584959541475,2.5357,2.2290429122783952,2.5484611098750505,2.5356651088939874,2.5518184094458998,2.5356651088939874,1.7573,1.710781825315032,1.7734154539282585,1.7572729705673036,1.755185948395646,1.7572729705673036,31.663,29.326434845906963,31.70429383828064,31.663248003563172,31.536808863086907,31.663248003563172
46.0,-45.22,0.0,-44.958621436443536,-45.216946265364065,-47.259238993542034,-45.216946265364065,-33.77,0.0,-33.32070746690715,-33.76707851787866,-36.40520305015985,-33.76707851787866,-2.0958,-1.984235851737365,-2.0945793238906525,-2.095816204124283,-2.1039204380122993,-2.095816204124283,2.5436,2.2290429122783952,2.5564502074508315,2.5435507326590283,2.559998957775042,2.5435507326590283,1.7583,1.710781825315032,1.7746615517642337,1.7582788322399885,1.7561859798037671,1.7582788322399885,32.421,29.978133398038224,32.46392077459529,32.42064598656419,32.28596873467776,32.42064598656419
