Temperature (K),h Reference,h GRI,h Pure,h CP HEOS,h CP SRK,h CP PR,u Reference,u GRI,u Pure,u CP HEOS,u CP SRK,u CP PR,s Reference,s GRI,s Pure,s CP HEOS,s CP SRK,s CP PR,cp Reference,cp GRI,cp Pure,cp CP HEOS,cp CP SRK,cp CP PR,cv Reference,cv GRI,cv Pure,cv CP HEOS,cv CP SRK,cv CP PR,rho Reference,rho GRI,rho Pure,rho CP HEOS,rho CP SRK,rho CP PR
410.0,,380.18666925467267,546.1278853514162,546.9478326829142,662.0824677794008,642.75823149671,,270.3718920462519,431.45502820949025,432.2681695594045,471.9868175272579,443.8599591737303,,2.3685160473703806,3.189395111840346,3.1954048385131877,3.908443852770338,3.5451372082450647,1.1163,1.0475650289828455,1.1162586038336442,1.1162882692988785,1.126112732234149,1.125820855813392,0.75976,0.7507683338249513,0.7593848116676462,0.7597562837562931,0.7738932513501026,0.7681385154216015,80.102,83.26714898560095,80.09506414926054,80.10206262779467,83.26714898560095,83.26714898560095
420.0,,390.6672595416094,557.2747014974321,558.0949398267587,673.3216237813681,653.987839910941,,277.8845153816097,439.36929458738933,440.1843778876489,480.0063541719868,451.84851405644093,,2.393771655810268,3.216256358824828,3.2222667866578574,3.935284319173469,3.5717487385308746,1.1132,1.048558311395055,1.1131732523843145,1.113204498860732,1.122413677754886,1.1223628266652297,0.76015,0.7517616162371609,0.7598073731292367,0.7601498132873058,0.7738993561441567,0.7683549539393433,78.107,81.28459781927711,78.09942418405817,78.10707225999731,81.28459781927711,81.28459781927711
430.0,,401.1579457537719,568.3926921822538,569.2132843672842,684.5270234408679,665.1871425651875,,285.4072346421933,447.26901767279855,448.085966824731,488.00843925347414,459.82215476315224,,2.4184567149321032,3.2424176678339576,3.2484289278143894,3.9614572428637937,3.5977088430354955,1.1105,1.0495846693617044,1.1104874532564457,1.1105294198888902,1.1191490466824987,1.1193142567500571,0.76066,0.7527879742038105,0.7603430171592448,0.7606641665767703,0.7740367079561741,0.7686902208009282,76.217,79.39425833510788,76.20899842637556,76.21714754680748,79.39425833510788,79.39425833510788
440.0,,411.65907201646576,579.4856789460116,580.3067718121995,695.702557406276,676.3596687768627,,292.9403939533082,455.156959103327,455.9757732010868,495.995750021121,467.78333760597945,,2.44259825151789,3.2679200121505616,3.2739324223628596,3.9869984154540323,3.623051894931356,1.1082,1.0506467478100496,1.1081671834431095,1.1082275641079615,1.116283796508671,1.1166429357472707,0.7613,0.7538500526521555,0.7609888071923057,0.7612955468694911,0.7743019649380466,0.7691419712563431,74.424,77.58984337294633,74.41515227650662,74.42366801651349,77.58984337294633,77.58984337294633
450.0,,422.1710080335198,590.5571648684921,591.3789758633989,706.8518435530132,687.5087148713084,,300.48436301878326,463.0356661455149,463.85640898599195,503.9708009675079,475.73437884914347,,2.4662215274991666,3.2928008863824223,3.298814909388299,4.011940977732378,3.647809767763151,1.1063,1.0517470175174446,1.1061826345390453,1.1062678936124493,1.113786843108508,1.1143202332171969,0.76204,0.7549503223595506,0.7617417885828252,0.7620402377950714,0.774691656122164,0.769707631284092,72.719,75.86562463132532,72.71021259569959,72.71897437401681,75.86562463132532,75.86562463132532
460.0,,432.6941473457864,601.6103728334219,602.4331786787891,717.97825172588,698.637364024151,,308.03953537947103,470.90749708796653,471.73028817259984,511.9359567284137,483.67746489252124,,2.489350191313117,3.3170946964908827,3.3231109048493606,4.036315665049952,3.6720120619513996,1.1046,1.0528877751113426,1.1045074650794087,1.1046230219074669,1.1116304177054965,1.112320514770492,0.76289,0.7560910799534487,0.7625989325289456,0.7628945373013761,0.775202165309704,0.7703843934595263,71.096,74.21637192194868,71.08733350043813,71.09623398745455,74.21637192194868,74.21637192194868
470.0,,443.2289055896433,612.6482771112517,613.4724041598683,729.0849250657686,709.7485033626764,,315.60632667174895,478.77464187674195,479.5996486926812,519.8934430407106,491.61466088340404,,2.5120064129798485,3.3408330934920825,3.3468521419142347,4.060151024341162,3.6956863056224925,1.1033,1.0540711430692955,1.1031182055552042,1.1032685916502263,1.109789545408365,1.11062066917541,0.76385,0.7572744479114013,0.7635571013720849,0.7638547133921622,0.7758297254776446,0.7711692216897509,69.549,72.63730017892848,69.54038448669203,69.54932882571161,72.63730017892848,72.63730017892848
480.0,,453.7757187554946,623.6736296118272,624.4994456567304,740.17479848948,720.8448387921896,,323.1851728860213,486.6391390080762,487.46657040449185,527.8453561194463,499.54791806126934,,2.534211004957695,3.3640452607949314,3.3700678637029964,4.08347360678903,3.718858133346996,1.1022,1.0552990697189553,1.1019937826176411,1.1021827755079934,1.1082416209266028,1.1091997241609253,0.76492,0.7585023745610614,0.7646130303282627,0.7649169768450379,0.7765704215122379,0.77205886287957,68.073,71.12402309186747,68.06385660370987,68.07276153042322,71.12402309186747,71.12402309186747
490.0,,464.3350414462707,634.6889818675512,635.5168891867917,751.2506147950694,731.9289079341437,,330.77652862521836,494.50288946969516,495.3329899703243,535.7936707515986,507.47908008604884,,2.555983530536371,3.3867581631013683,3.3927850765877587,4.10630813949177,3.741551445788004,1.1013,1.056573329238072,1.1011151372354464,1.101345874266319,1.1069660622805781,1.1080385334008835,0.76608,0.7597766340801778,0.7657633216289244,0.7660774670224663,0.7774201993662613,0.773049863838323,66.662,69.67251241652325,66.65278331960262,66.66157623870257,69.67251241652325,69.67251241652325
500.0,,474.9073451359305,645.696703583724,646.5271330351836,762.3149387849546,743.0030914966711,,338.3808653632993,502.3676683501853,503.20071326546986,543.7402473506875,515.4098885548448,,2.577342401279011,3.4089967632206104,3.415028770587353,4.128677678948658,3.7637885527843786,1.1007,1.057895521654495,1.1004649171170287,1.1007399921078156,1.1059440273198013,1.1071195207979267,0.76733,0.7610988264966012,0.7670044477025005,0.7673322476365446,0.7783748800068461,0.7741385919710758,65.311,68.27906216819278,65.30267342397241,65.31129148308376,68.27906216819278,68.27906216819278
510.0,,485.49311642796147,656.6989984189902,657.5324044268438,773.3701697321716,754.0696233428492,,345.9986697037513,510.23513460295766,511.0714258245786,551.6868381719418,523.3419878739297,,2.598304964814465,3.4307842119241103,3.436822112134299,4.150603748739811,3.7855903019999726,1.1003,1.0592670728461728,1.1000272280537422,1.100348773364073,1.1051581809590043,1.1064264710048388,0.76868,0.762470377688279,0.7683327611359376,0.7686773099324459,0.7794301767682827,0.775321258515978,64.018,66.94025702763997,64.00945385314854,64.01784304075751,66.94025702763997,66.94025702763997
520.0,,496.09285531388144,667.6979175230472,668.5347738208715,784.4185524594611,765.1305994758466,,353.63044163809235,518.106839347845,518.9467017253347,559.6350928506606,531.2769296210425,,2.618887584104383,3.452142015007098,3.4581866135033463,4.172106463408184,3.806976194944236,1.1002,1.0606892345411536,1.0997874322533912,1.1001571883934325,1.1045925034598996,1.1059443573263186,0.77011,0.7638925393832596,0.7697445091750156,0.7701085812475976,0.780581714949041,0.7765939432904833,62.778,65.65294439249307,62.769420742249785,62.77753502667631,65.65294439249307,65.65294439249307
