Temperature (K),Pressure (atm),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (F/atm),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,Adjusted Internal Energy,Adjusted Enthalpy,Adjusted Entropy
530,100,36.411,0.027465,1205.5,1483.8,5.7019,2.5109,3.1476,596.92,0.14263,18.745,0.078204,supercritical,1282.891,1539.056,6.47464
540,100,35.679,0.028028,1231.5,1515.5,5.761,2.5475,3.1788,601.97,0.13426,18.973,0.080136,supercritical,1308.891,1570.756,6.53374
550,100,34.978,0.028589,1257.7,1547.4,5.8196,2.5841,3.2104,606.96,0.12637,19.2,0.082089,supercritical,1335.091,1602.656,6.59234
560,100,34.307,0.029149,1284.3,1579.7,5.8778,2.6207,3.2423,611.88,0.11891,19.426,0.084063,supercritical,1361.691,1634.956,6.65054
570,100,33.663,0.029706,1311.3,1612.3,5.9355,2.6572,3.2744,616.74,0.11187,19.651,0.086056,supercritical,1388.691,1667.556,6.70824
580,100,33.045,0.030261,1338.5,1645.2,5.9927,2.6935,3.3067,621.54,0.10522,19.875,0.088066,supercritical,1415.891,1700.456,6.76544
590,100,32.452,0.030815,1366.2,1678.4,6.0495,2.7298,3.3391,626.29,0.098919,20.098,0.090094,supercritical,1443.591,1733.656,6.82224
600,100,31.88,0.031367,1394.1,1711.9,6.1059,2.7659,3.3716,630.99,0.09296,20.32,0.092139,supercritical,1471.491,1767.156,6.87864
610,100,31.33,0.031918,1422.4,1745.8,6.1619,2.8019,3.4042,635.64,0.087314,20.541,0.094199,supercritical,1499.791,1801.056,6.93464
620,100,30.8,0.032467,1451,1780,6.2175,2.8377,3.4368,640.24,0.081963,20.761,0.096274,supercritical,1528.391,1835.256,6.99024
625,100,30.542,0.032741,1465.5,1797.2,6.2452,2.8556,3.4531,642.53,0.079392,20.871,0.097316,supercritical,1542.891,1852.456,7.01794
