Temperature (K),Pressure (atm),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (F/atm),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,Adjusted Internal Energy,Adjusted Enthalpy,Adjusted Entropy
300,121,835.83,0.0011964,241.93,256.6,1.1629,0.93289,2.5983,467.95,0.12772,78.343,0.093337,liquid,-209.09,-250.82,-1.5792
300,122,837.11,0.0011946,241.65,256.42,1.1619,0.93241,2.5863,470.02,0.12602,78.6,0.093544,liquid,-209.37,-251,-1.5802
300,123,838.38,0.0011928,241.37,256.24,1.1609,0.93194,2.5746,472.07,0.12435,78.855,0.093749,liquid,-209.65,-251.18,-1.5812
300,124,839.63,0.001191,241.1,256.06,1.1599,0.93149,2.5633,474.09,0.12272,79.108,0.093953,liquid,-209.92,-251.36,-1.5822
300,125,840.86,0.0011893,240.82,255.89,1.1589,0.93105,2.5522,476.09,0.12112,79.358,0.094154,liquid,-210.2,-251.53,-1.5832
300,126,842.08,0.0011875,240.55,255.72,1.158,0.93062,2.5414,478.07,0.11956,79.607,0.094355,liquid,-210.47,-251.7,-1.5841
300,127,843.28,0.0011858,240.29,255.55,1.157,0.93021,2.5308,480.03,0.11802,79.854,0.094554,liquid,-210.73,-251.87,-1.5851
300,128,844.47,0.0011842,240.03,255.38,1.1561,0.92981,2.5205,481.98,0.11652,80.098,0.094751,liquid,-210.99,-252.04,-1.586
300,129,845.65,0.0011825,239.77,255.22,1.1551,0.92942,2.5105,483.9,0.11504,80.341,0.094947,liquid,-211.25,-252.2,-1.587
300,130,846.81,0.0011809,239.51,255.06,1.1542,0.92904,2.5007,485.8,0.1136,80.582,0.095141,liquid,-211.51,-252.36,-1.5879
300,131,847.96,0.0011793,239.25,254.91,1.1533,0.92868,2.4911,487.69,0.11218,80.821,0.095334,liquid,-211.77,-252.51,-1.5888
300,132,849.09,0.0011777,239,254.75,1.1524,0.92832,2.4817,489.56,0.11078,81.058,0.095526,liquid,-212.02,-252.67,-1.5897
300,133,850.22,0.0011762,238.75,254.6,1.1515,0.92797,2.4726,491.41,0.10942,81.294,0.095716,liquid,-212.27,-252.82,-1.5906
300,134,851.33,0.0011746,238.5,254.45,1.1506,0.92764,2.4636,493.24,0.10807,81.527,0.095905,liquid,-212.52,-252.97,-1.5915
300,135,852.43,0.0011731,238.26,254.31,1.1497,0.92731,2.4549,495.06,0.10675,81.76,0.096093,liquid,-212.76,-253.11,-1.5924
300,136,853.52,0.0011716,238.02,254.16,1.1488,0.927,2.4463,496.86,0.10546,81.99,0.096279,liquid,-213,-253.26,-1.5933
300,137,854.6,0.0011701,237.78,254.02,1.1479,0.92669,2.4379,498.65,0.10419,82.219,0.096464,liquid,-213.24,-253.4,-1.5942
300,138,855.66,0.0011687,237.54,253.88,1.1471,0.92639,2.4297,500.42,0.10293,82.447,0.096648,liquid,-213.48,-253.54,-1.595
300,139,856.72,0.0011672,237.3,253.74,1.1462,0.9261,2.4216,502.17,0.10171,82.673,0.096831,liquid,-213.72,-253.68,-1.5959
300,140,857.76,0.0011658,237.07,253.61,1.1454,0.92581,2.4138,503.91,0.1005,82.897,0.097013,liquid,-213.95,-253.81,-1.5967
300,141,858.8,0.0011644,236.84,253.47,1.1445,0.92554,2.406,505.64,0.099308,83.12,0.097193,liquid,-214.18,-253.95,-1.5976
300,142,859.82,0.001163,236.61,253.34,1.1437,0.92527,2.3985,507.35,0.098138,83.342,0.097373,liquid,-214.41,-254.08,-1.5984
300,143,860.84,0.0011617,236.38,253.21,1.1429,0.92501,2.391,509.05,0.096989,83.562,0.097551,liquid,-214.64,-254.21,-1.5992
300,144,861.85,0.0011603,236.15,253.08,1.1421,0.92476,2.3838,510.73,0.095857,83.781,0.097728,liquid,-214.87,-254.34,-1.6
300,145,862.84,0.001159,235.93,252.96,1.1413,0.92451,2.3766,512.4,0.094744,83.999,0.097904,liquid,-215.09,-254.46,-1.6008
300,146,863.83,0.0011576,235.71,252.83,1.1404,0.92427,2.3696,514.06,0.093648,84.215,0.098079,liquid,-215.31,-254.59,-1.6017
300,147,864.81,0.0011563,235.49,252.71,1.1396,0.92404,2.3627,515.7,0.092569,84.43,0.098253,liquid,-215.53,-254.71,-1.6025
300,148,865.78,0.001155,235.27,252.59,1.1389,0.92381,2.356,517.34,0.091507,84.644,0.098426,liquid,-215.75,-254.83,-1.6032
300,149,866.74,0.0011537,235.05,252.47,1.1381,0.92359,2.3494,518.96,0.090461,84.857,0.098598,liquid,-215.97,-254.95,-1.604
300,150,867.69,0.0011525,234.84,252.35,1.1373,0.92338,2.3429,520.56,0.089432,85.068,0.098769,liquid,-216.18,-255.07,-1.6048
300,151,868.64,0.0011512,234.62,252.24,1.1365,0.92317,2.3365,522.16,0.088417,85.278,0.098939,liquid,-216.4,-255.18,-1.6056
300,152,869.57,0.00115,234.41,252.12,1.1357,0.92296,2.3302,523.74,0.087418,85.488,0.099109,liquid,-216.61,-255.3,-1.6064
300,153,870.5,0.0011488,234.2,252.01,1.135,0.92276,2.324,525.32,0.086433,85.696,0.099277,liquid,-216.82,-255.41,-1.6071
300,154,871.42,0.0011475,233.99,251.9,1.1342,0.92257,2.318,526.88,0.085462,85.903,0.099444,liquid,-217.03,-255.52,-1.6079
300,155,872.34,0.0011463,233.79,251.79,1.1335,0.92238,2.312,528.43,0.084506,86.108,0.09961,liquid,-217.23,-255.63,-1.6086
300,156,873.24,0.0011452,233.58,251.68,1.1327,0.9222,2.3062,529.97,0.083563,86.313,0.099776,liquid,-217.44,-255.74,-1.6094
300,157,874.14,0.001144,233.38,251.58,1.132,0.92202,2.3004,531.5,0.082633,86.517,0.099941,liquid,-217.64,-255.84,-1.6101
300,158,875.03,0.0011428,233.18,251.47,1.1313,0.92185,2.2948,533.02,0.081717,86.72,0.1001,liquid,-217.84,-255.95,-1.6108
300,159,875.92,0.0011417,232.97,251.37,1.1305,0.92168,2.2892,534.53,0.080813,86.921,0.10027,liquid,-218.05,-256.05,-1.6116
300,160,876.79,0.0011405,232.78,251.27,1.1298,0.92151,2.2837,536.03,0.079922,87.122,0.10043,liquid,-218.24,-256.15,-1.6123
300,161,877.66,0.0011394,232.58,251.17,1.1291,0.92135,2.2783,537.52,0.079042,87.322,0.10059,liquid,-218.44,-256.25,-1.613
300,162,878.53,0.0011383,232.38,251.07,1.1284,0.92119,2.273,539,0.078175,87.52,0.10075,liquid,-218.64,-256.35,-1.6137
300,163,879.39,0.0011372,232.19,250.97,1.1276,0.92104,2.2678,540.47,0.077319,87.718,0.10091,liquid,-218.83,-256.45,-1.6145
300,164,880.24,0.0011361,231.99,250.87,1.1269,0.92089,2.2626,541.93,0.076474,87.915,0.10107,liquid,-219.03,-256.55,-1.6152
300,165,881.08,0.001135,231.8,250.78,1.1262,0.92075,2.2576,543.38,0.075641,88.111,0.10123,liquid,-219.22,-256.64,-1.6159
300,166,881.92,0.0011339,231.61,250.68,1.1255,0.92061,2.2526,544.82,0.074818,88.306,0.10139,liquid,-219.41,-256.74,-1.6166
300,167,882.75,0.0011328,231.42,250.59,1.1248,0.92047,2.2477,546.25,0.074006,88.501,0.10154,liquid,-219.6,-256.83,-1.6173
300,168,883.58,0.0011318,231.23,250.5,1.1242,0.92033,2.2429,547.68,0.073204,88.694,0.1017,liquid,-219.79,-256.92,-1.6179
300,169,884.4,0.0011307,231.04,250.41,1.1235,0.9202,2.2381,549.09,0.072413,88.886,0.10185,liquid,-219.98,-257.01,-1.6186
300,170,885.21,0.0011297,230.86,250.32,1.1228,0.92008,2.2334,550.5,0.071631,89.078,0.10201,liquid,-220.16,-257.1,-1.6193
300,171,886.02,0.0011286,230.67,250.23,1.1221,0.91995,2.2288,551.9,0.07086,89.269,0.10216,liquid,-220.35,-257.19,-1.62
300,172,886.83,0.0011276,230.49,250.14,1.1214,0.91983,2.2242,553.29,0.070097,89.459,0.10231,liquid,-220.53,-257.28,-1.6207
300,173,887.62,0.0011266,230.31,250.05,1.1208,0.91971,2.2197,554.67,0.069344,89.648,0.10247,liquid,-220.71,-257.37,-1.6213
300,174,888.41,0.0011256,230.12,249.97,1.1201,0.9196,2.2153,556.05,0.0686,89.837,0.10262,liquid,-220.9,-257.45,-1.622
300,175,889.2,0.0011246,229.94,249.89,1.1195,0.91949,2.2109,557.41,0.067865,90.025,0.10277,liquid,-221.08,-257.53,-1.6226
300,176,889.98,0.0011236,229.77,249.8,1.1188,0.91938,2.2066,558.77,0.067139,90.212,0.10292,liquid,-221.25,-257.62,-1.6233
300,177,890.76,0.0011226,229.59,249.72,1.1182,0.91927,2.2023,560.12,0.066422,90.398,0.10307,liquid,-221.43,-257.7,-1.6239
300,178,891.53,0.0011217,229.41,249.64,1.1175,0.91917,2.1982,561.47,0.065713,90.583,0.10322,liquid,-221.61,-257.78,-1.6246
