phi,v
1.0251256281407,47
1.02758862096149,47.4440596037974
1.03262828020023,48.3352515889441
1.03688714716254,49.1870200422843
1.04114601412485,50.0386738256658
1.04540488108717,50.8892955794189
1.04975647112899,51.7454648798233
1.05406649565241,52.5959688644296
1.0585363875543,53.4556333965202
1.0629423325048,54.3096959014954
1.0668175177588,55.183595791615
1.07261430890194,56.0232813295061
1.07888430748535,56.8701748394732
1.08562751350901,57.7260561219994
1.09284392697293,58.5577565927582
1.10006034043685,59.3867982000871
1.10715845204071,60.2318240598549
1.1141382617845,61.0723042442937
1.12099976966823,61.9111663960736
1.12786127755195,62.759850622938
1.13484108729574,63.6112394791735
1.1419391988996,64.452274824378
1.14927391422358,65.3042840846315
1.15708183698782,66.1439616026189
1.16524466533226,66.9872147997307
1.17399900297701,67.8174746971223
1.18346315178215,68.6711045472408
1.19340050802755,69.5036006424146
1.20392937357327,70.3463545760883
1.21504974841931,71.1902070630394
1.22676163256567,72.0198121742119
1.23941993159254,72.8563820399568
1.25326124922006,73.7012408897777
1.26840388730829,74.537568206891
1.28532105329748,75.3710541432156
1.30472255834801,76.2052846767934
1.32708160990016,77.018142238067
1.35097858563314,77.7237643966971
1.37487556136612,78.2731311387121
1.3987725370991,78.6729455476394
1.42266951283208,78.9359598311649
1.44656648856505,79.0755801563433
1.47046346429803,79.0977739024124
1.49436044003101,79.0155385118214
1.51825741576399,78.838152033111
1.54215439149697,78.5716635904403
1.56605136722995,78.2282123045871
1.58994834296293,77.8076346857094
1.61384531869591,77.3166338173346
1.63774229442889,76.7635476814111
1.66163927016187,76.1520956718475
1.68553624589485,75.4859563100916
1.70943322162783,74.7710152304601
1.73333019736081,74.0149973279936
1.75722717309379,73.2162677042708
1.78076924324658,72.3928848967263
1.80360150223898,71.5615611978944
1.82572395007099,70.730763177256
1.84737319046275,69.8952338637978
1.86854922341425,69.0595115294658
1.88937035078556,68.2232860678024
1.90983657257668,67.3912361869779
1.9299478887876,66.5596874200051
1.94994090313846,65.7297505850234
1.96981561562925,64.8931185662337
1.98957202625999,64.0604583516594
2.00921013503065,63.2274239301286
2.02872994194125,62.3980257223049
2.04824974885186,61.5635932236107
2.06788785762252,60.7251872743753
2.08740766453312,59.8889854953836
2.09758162449865,59.4490639876697
