Pressure (atm),Cantera GRI Density @140K (kg/m³),Deviation (GRI vs HEOS) (%),VdW Predicted Density @140K (kg/m³),Deviation (VdW vs HEOS) (%),CP PR Density @140K (kg/m³),Deviation (PR vs HEOS) (%),CP SRK Density @140K (kg/m³),Deviation (SRK vs HEOS) (%),CP HEOS Density @140K (kg/m³),Notes
2200000.0,37.156089153760924,-91.33050345382763,37.156089153760924,-91.33050345382763,471.99388706664706,10.12863481959266,471.99388706664706,10.12863481959266,428.58416236598623,
2300000.0000000005,38.8450022971137,-90.94616765988482,38.8450022971137,-90.94616765988482,472.65273077886656,10.163941987652388,472.65273077886656,10.163941987652388,429.0448600975475,
2400000.0000000005,40.53391544046647,-90.56254722602847,40.53391544046647,-90.56254722602847,473.3046684993423,10.198839863455158,473.3046684993423,10.198839863455158,429.50059100967235,
2500000.0,42.222828583819236,-90.17962961165432,42.222828583819236,-90.17962961165432,473.94985943890566,10.233333987910271,473.94985943890566,10.233333987910271,429.95148771503693,
2600000.0,43.911741727172,-89.79740271430929,43.911741727172,-89.79740271430929,474.588457000227,10.267429911906037,474.588457000227,10.267429911906037,430.3976771557851,
2700000.0,45.60065487052477,-89.41585484695683,45.60065487052477,-89.41585484695683,475.22060906707713,10.301133182512116,475.22060906707713,10.301133182512116,430.8392809353493,
2800000.0000000005,47.28956801387755,-89.03497471679233,47.28956801387755,-89.03497471679233,475.84645827540913,10.33444933105553,475.84645827540913,10.33444933105553,431.27641562577134,
2900000.0000000005,48.97848115723031,-88.65475140547859,48.97848115723031,-88.65475140547859,476.46614226763546,10.36738386284032,476.46614226763546,10.36738386284032,431.70919305269246,
3000000.0,50.66739430058308,-88.27517435068418,50.66739430058308,-88.27517435068418,477.0797939313524,10.399942248308113,477.0797939313524,10.399942248308113,432.13772055996134,
3100000.0,52.35630744393585,-87.89623332881946,52.35630744393585,-87.89623332881946,477.68754162365684,10.432129915461761,477.68754162365684,10.432129915461761,432.5621012556194,
3200000.0,54.04522058728862,-87.51791843887398,54.04522058728862,-87.51791843887398,478.28950938210164,10.463952243401307,478.28950938210164,10.463952243401307,432.9824342408252,
3300000.0000000005,55.734133730641396,-87.14022008726923,55.734133730641396,-87.14022008726923,478.88581712324583,10.495414556832756,478.88581712324583,10.495414556832756,433.3988148231557,
3400000.0000000005,57.42304687399417,-86.76312897364807,57.42304687399417,-86.76312897364807,479.47658082967985,10.526522121434352,479.47658082967985,10.526522121434352,433.8113347155571,
