Pressure (atm),Cantera GRI Density @120K (kg/m³),Deviation (GRI vs HEOS) (%),VdW Predicted Density @120K (kg/m³),Deviation (VdW vs HEOS) (%),CP PR Density @120K (kg/m³),Deviation (PR vs HEOS) (%),CP SRK Density @120K (kg/m³),Deviation (SRK vs HEOS) (%),CP HEOS Density @120K (kg/m³),Notes
4300000.0,84.72714269153057,-82.70383393222598,84.72714269153057,-82.70383393222598,554.4606615951154,13.187384542304443,554.4606615951154,13.187384542304443,489.8608301951553,
4400000.0,86.69754135877548,-82.3087129420028,86.69754135877548,-82.3087129420028,554.7219975336006,13.195206483894143,554.7219975336006,13.195206483894143,490.05785206331035,
4500000.0,88.66794002602039,-81.91388343637281,88.66794002602039,-81.91388343637281,554.9821946111265,13.202953170321475,554.9821946111265,13.202953170321475,490.25416658178375,
4600000.0,90.63833869326527,-81.51934359765539,90.63833869326527,-81.51934359765539,555.2412629162559,13.210625308180514,555.2412629162559,13.210625308180514,490.44978013749613,
4699999.999999999,92.60873736051016,-81.12509163049658,92.60873736051016,-81.12509163049658,555.499212397652,13.21822359504453,555.499212397652,13.21822359504453,490.64469902349333,
4800000.0,94.57913602775506,-80.73112576146035,94.57913602775506,-80.73112576146035,555.756052866734,13.225748719608768,555.756052866734,13.225748719608768,490.8389294408671,
4900000.0,96.54953469499996,-80.33744423862926,96.54953469499996,-80.33744423862926,556.0117940002705,13.233201361831744,556.0117940002705,13.233201361831744,491.032477500622,
5000000.0,98.51993336224487,-79.94404533121535,98.51993336224487,-79.94404533121535,556.2664453429081,13.24058219307276,556.2664453429081,13.24058219307276,491.22534922549744,
5100000.0,100.49033202948975,-79.55092732917976,100.49033202948975,-79.55092732917976,556.5200163096418,13.247891876228172,556.5200163096418,13.247891876228172,491.4175505517386,
5199999.999999999,102.46073069673464,-79.15808854286203,102.46073069673464,-79.15808854286203,556.7725161882258,13.255131065864417,556.7725161882258,13.255131065864417,491.6090873308251,
5299999.999999999,104.43112936397955,-78.76552730261768,104.43112936397955,-78.76552730261768,557.0239541415276,13.26230040834892,557.0239541415276,13.26230040834892,491.7999653311541,
5400000.0,106.40152803122444,-78.37324195846479,106.40152803122444,-78.37324195846479,557.2743392098263,13.269400541978579,557.2743392098263,13.269400541978579,491.99019023968066,
5500000.0,108.37192669846935,-77.98123087973845,108.37192669846935,-77.98123087973845,557.5236803130585,13.276432097106314,557.5236803130585,13.276432097106314,492.1797676635162,
5600000.0,110.34232536571425,-77.58949245475358,110.34232536571425,-77.58949245475358,557.7719862530105,13.283395696264543,557.7719862530105,13.283395696264543,492.36870313148876,
5699999.999999999,112.31272403295912,-77.19802509047535,112.31272403295912,-77.19802509047535,558.0192657154606,13.290291954287829,558.0192657154606,13.290291954287829,492.5570020956598,
5799999.999999999,114.28312270020403,-76.80682721219742,114.28312270020403,-76.80682721219742,558.2655272722715,13.297121478431498,558.2655272722715,13.297121478431498,492.7446699328095,
5900000.0,116.25352136744894,-76.41589726322725,116.25352136744894,-76.41589726322725,558.5107793834355,13.303884868489865,558.5107793834355,13.303884868489865,492.9317119458796,
6000000.0,118.22392003469383,-76.02523370457897,118.22392003469383,-76.02523370457897,558.7550303990729,13.310582716911048,558.7550303990729,13.310582716911048,493.1181333653855,
6100000.0,120.19431870193873,-75.6348350146727,120.19431870193873,-75.6348350146727,558.9982885613846,13.317215608910892,558.9982885613846,13.317215608910892,493.303939350789,
6199999.999999999,122.1647173691836,-75.24469968904117,122.1647173691836,-75.24469968904117,559.2405620065605,13.32378412258356,559.2405620065605,13.32378412258356,493.48913499184243,
6299999.999999999,124.13511603642851,-74.85482624004258,124.13511603642851,-74.85482624004258,559.4818587666467,13.330288829011417,559.4818587666467,13.330288829011417,493.673725309897,
6400000.0,126.10551470367342,-74.46521319657984,126.10551470367342,-74.46521319657984,559.7221867713686,13.336730292372243,559.7221867713686,13.336730292372243,493.85771525918005,
6500000.0,128.07591337091833,-74.07585910382633,128.07591337091833,-74.07585910382633,559.9615538499145,13.34310907004419,559.9615538499145,13.34310907004419,494.0411097280448,
6600000.0,130.04631203816322,-73.68676252295724,130.04631203816322,-73.68676252295724,560.1999677326809,13.349425712710266,560.1999677326809,13.349425712710266,494.2239135401845,
6699999.999999999,132.01671070540812,-73.29792203088734,132.01671070540812,-73.29792203088734,560.4374360529772,13.355680764459091,560.4374360529772,13.355680764459091,494.40613145582523,
6799999.999999999,133.98710937265298,-72.90933622001387,133.98710937265298,-72.90933622001387,560.6739663486946,13.361874762885575,560.6739663486946,13.361874762885575,494.58776817288316,
6900000.0,135.9575080398979,-72.52100369796554,135.9575080398979,-72.52100369796554,560.9095660639383,13.368008239188692,560.9095660639383,13.368008239188692,494.7688283281005,
7000000.0,137.92790670714282,-72.13292308735659,137.92790670714282,-72.13292308735659,561.1442425506232,13.374081718267899,561.1442425506232,13.374081718267899,494.9493164981519,
7100000.0,139.89830537438772,-71.74509302554623,139.89830537438772,-71.74509302554623,561.3780030700364,13.380095718817898,561.3780030700364,13.380095718817898,495.12923720072627,
7199999.999999999,141.86870404163258,-71.3575121644032,141.86870404163258,-71.3575121644032,561.6108547943658,13.386050753421836,561.6108547943658,13.386050753421836,495.30859489558253,
7299999.999999999,143.83910270887748,-70.97017917007541,143.83910270887748,-70.97017917007541,561.8428048081952,13.391947328642262,561.8428048081952,13.391947328642262,495.48739398558365,
7400000.0,145.8095013761224,-70.5830927227642,145.8095013761224,-70.5830927227642,562.073860109969,13.397785945111444,562.073860109969,13.397785945111444,495.66563881770384,
7500000.0,147.7799000433673,-70.19625151650366,147.7799000433673,-70.19625151650366,562.3040276134243,13.403567097619279,562.3040276134243,13.403567097619279,495.8433336840151,
7600000.0,149.75029871061219,-69.80965425894433,149.75029871061219,-69.80965425894433,562.5333141489931,13.40929127519972,562.5333141489931,13.40929127519972,496.02048282265173,
7699999.999999999,151.72069737785708,-69.42329967114136,151.72069737785708,-69.42329967114136,562.7617264651764,13.41495896121654,562.7617264651764,13.41495896121654,496.19709041875046,
7799999.999999999,153.69109604510197,-69.03718648734727,153.69109604510197,-69.03718648734727,562.9892712298869,13.420570633446244,562.9892712298869,13.420570633446244,496.3731606053732,
7900000.0,155.66149471234687,-68.65131345480867,155.66149471234687,-68.65131345480867,563.2159550317668,13.42612676416099,563.2159550317668,13.42612676416099,496.5486974644055,
8000000.0,157.6318933795918,-68.26567933356748,157.6318933795918,-68.26567933356748,563.4417843814757,13.431627820208716,563.4417843814757,13.431627820208716,496.72370502743877,
8100000.0,159.60229204683668,-67.88028289626592,159.60229204683668,-67.88028289626592,563.666765712954,13.437074263092812,563.666765712954,13.437074263092812,496.89818727663106,
8199999.999999999,161.57269071408155,-67.49512292795546,161.57269071408155,-67.49512292795546,563.8909053846578,13.442466549049986,563.8909053846578,13.442466549049986,497.0721481455483,
